"date..UTC.0.","NO..ppb.","NOy..ppb.","qc_flag_NO","qc_flag_NOy"
"2024-10-01 00:00:00",0.2106,0.963783333333337,1,1
"2024-10-01 01:00:00",0.19765,1.09808333333334,1,1
"2024-10-01 02:00:00",0.172033333333333,0.571383333333337,1,1
"2024-10-01 03:00:00",0.1583,0.96301666666667,1,1
"2024-10-01 04:00:00",0.19925,1.73041666666667,1,1
"2024-10-01 05:00:00",0.26805,4.18101666666667,1,1
"2024-10-01 06:00:00",0.402783333333333,6.65913333333334,1,1
"2024-10-01 07:00:00",0.7591,8.59678333333334,1,1
"2024-10-01 08:00:00",0.888016666666667,7.78091666666667,1,1
"2024-10-01 09:00:00",0.98165,6.35268333333334,1,1
"2024-10-01 10:00:00",1.2197,6.84061666666667,1,1
"2024-10-01 11:00:00",1.05915,6.41558333333334,1,1
"2024-10-01 12:00:00",0.88415,5.49946666666667,1,1
"2024-10-01 13:00:00",0.864833333333333,5.42095,1,1
"2024-10-01 14:00:00",0.548283333333333,4.80001666666667,1,1
"2024-10-01 15:00:00",0.484383333333333,5.22296666666667,1,1
"2024-10-01 16:00:00",0.451833333333333,5.83435,1,1
"2024-10-01 17:00:00",0.355733333333333,6.28385,1,1
"2024-10-01 18:00:00",0.2771,5.12008333333334,1,1
"2024-10-01 19:00:00",0.192483333333333,4.4541,1,1
"2024-10-01 20:00:00",0.160016666666667,2.17431666666667,1,1
"2024-10-01 21:00:00",0.172216666666667,2.21615,1,1
"2024-10-01 22:00:00",0.115033333333333,1.89606666666667,1,1
"2024-10-01 23:00:00",0.1364,1.18008333333334,1,1
"2024-10-02 00:00:00",0.104516666666667,0.838783333333337,1,1
"2024-10-02 01:00:00",0.0975333333333333,0.83826666666667,1,1
"2024-10-02 02:00:00",0.0901833333333333,0.41951666666667,1,1
"2024-10-02 03:00:00",0.107933333333333,0.590883333333337,1,1
"2024-10-02 04:00:00",0.173783333333333,1.01336666666667,1,1
"2024-10-02 05:00:00",0.168783333333333,1.6737,1,1
"2024-10-02 06:00:00",0.371683333333333,3.26716666666667,1,1
"2024-10-02 07:00:00",0.698,4.99481666666667,1,1
"2024-10-02 08:00:00",0.994033333333333,6.20721666666667,1,1
"2024-10-02 09:00:00",0.92945,5.66556666666667,1,1
"2024-10-02 10:00:00",0.8334,4.99011666666667,1,1
"2024-10-02 11:00:00",0.693966666666667,4.91556666666667,1,1
"2024-10-02 12:00:00",4.45151666666667,11.0863166666667,1,1
