"date..UTC.0.","NO..ppb.","NOy..ppb.","qc_flag_NO","qc_flag_NOy"
"2021-02-01 00:00:00",0.35785,8.97303333333333,1,1
"2021-02-01 01:00:00",0.353866666666667,9.85611666666667,1,1
"2021-02-01 02:00:00",0.3151,9.14296666666667,1,1
"2021-02-01 03:00:00",0.405633333333333,10.1492333333333,1,1
"2021-02-01 04:00:00",0.4153,11.8074166666667,1,1
"2021-02-01 05:00:00",0.567083333333333,12.0671,1,1
"2021-02-01 06:00:00",0.70735,13.7679166666667,1,1
"2021-02-01 07:00:00",1.91413333333333,20.3714333333333,1,1
"2021-02-01 08:00:00",9.25016666666667,32.8158,1,1
"2021-02-01 09:00:00",14.52595,39.0849833333333,1,1
"2021-02-01 10:00:00",6.34611666666667,24.5998,1,1
"2021-02-01 11:00:00",3.57071666666667,14.7381,1,1
"2021-02-01 12:00:00",4.38346666666667,16.74055,1,1
"2021-02-01 13:00:00",4.58891666666667,17.71785,1,1
"2021-02-01 14:00:00",4.42833333333333,17.8859666666667,1,1
"2021-02-01 15:00:00",2.79031666666667,15.9025166666667,1,1
"2021-02-01 16:00:00",2.2409,18.7356666666667,1,1
"2021-02-01 17:00:00",2.10851666666667,20.75925,1,1
"2021-02-01 18:00:00",1.42563333333333,21.5219166666667,1,1
"2021-02-01 19:00:00",1.52713333333333,19.28495,1,1
"2021-02-01 20:00:00",0.546666666666667,12.229,1,1
"2021-02-01 21:00:00",0.373166666666667,7.5302,1,1
"2021-02-01 22:00:00",0.2848,7.49223333333333,1,1
"2021-02-01 23:00:00",0.372333333333333,7.16228333333333,1,1
"2021-02-02 00:00:00",0.349066666666667,6.93543333333333,1,1
"2021-02-02 01:00:00",0.4491,9.04133333333333,1,1
"2021-02-02 02:00:00",0.53755,9.59506666666667,1,1
"2021-02-02 03:00:00",0.469566666666667,8.97591666666667,1,1
"2021-02-02 04:00:00",0.570516666666667,8.54973333333333,1,1
"2021-02-02 05:00:00",0.72185,8.62828333333333,1,1
"2021-02-02 06:00:00",1.17608333333333,9.8843,4,4
"2021-02-02 07:00:00",15.8544,31.2028333333333,4,4
"2021-02-02 08:00:00",41.1923333333333,60.4005833333333,4,4
"2021-02-02 09:00:00",74.8239166666667,100.238016666667,4,4
"2021-02-02 10:00:00",23.3518333333333,42.6713,4,4
"2021-02-02 11:00:00",2.8288,12.0625333333333,4,4
"2021-02-02 12:00:00",2.14521666666667,7.69838333333333,1,1
"2021-02-02 13:00:00",2.0585,6.37328333333333,1,1
"2021-02-02 14:00:00",1.63155,6.14205,1,1
"2021-02-02 15:00:00",1.32176666666667,5.79568333333333,1,1
"2021-02-02 16:00:00",1.33016666666667,7.64736666666667,1,1
"2021-02-02 17:00:00",1.37765,7.28711666666667,1,1
"2021-02-02 18:00:00",1.13981666666667,5.31433333333333,1,1
"2021-02-02 19:00:00",0.729066666666667,5.23488333333333,1,1
"2021-02-02 20:00:00",0.716066666666667,4.62856666666667,1,1
"2021-02-02 21:00:00",0.4235,4.9746,1,1
"2021-02-02 22:00:00",0.695266666666667,2.66328333333333,1,1
"2021-02-02 23:00:00",0.7469,1.64471666666667,1,1
"2021-02-03 00:00:00",0.633083333333333,1.41933333333333,1,1
"2021-02-03 01:00:00",0.5406,1.20518333333333,1,1
"2021-02-03 02:00:00",0.597016666666667,0.22233333333333,1,1
"2021-02-03 03:00:00",0.50225,0.5479,1,1
"2021-02-03 04:00:00",0.4513,1.1018,1,1
"2021-02-03 05:00:00",0.552366666666667,3.8507,1,1
"2021-02-03 06:00:00",1.17753333333333,6.15988333333333,1,1
"2021-02-03 07:00:00",1.9357,16.0414166666667,1,1
"2021-02-03 08:00:00",3.05028333333333,18.3702666666667,1,1
"2021-02-03 09:00:00",5.6522,25.3455833333333,1,1
"2021-02-03 10:00:00",3.42705,14.7075333333333,1,1
"2021-02-03 11:00:00",1.50906666666667,4.28918333333333,1,1
"2021-02-03 12:00:00",2.08195,4.75528333333333,1,1
"2021-02-03 13:00:00",1.1211,3.9108,1,1
"2021-02-03 14:00:00",1.14871666666667,3.96675,1,1
"2021-02-03 15:00:00",1.11366666666667,5.86696666666667,1,1
"2021-02-03 16:00:00",1.64418333333333,9.25081666666667,1,1
"2021-02-03 17:00:00",2.45136666666667,18.69835,1,1
"2021-02-03 18:00:00",3.02753333333333,18.644,1,1
"2021-02-03 19:00:00",4.2224,19.4835333333333,1,1
"2021-02-03 20:00:00",5.33791666666667,21.6773666666667,1,1
"2021-02-03 21:00:00",4.8435,22.83855,1,1
"2021-02-03 22:00:00",1.9338,15.0156833333333,1,1
"2021-02-03 23:00:00",1.56561666666667,11.9105666666667,1,1
