"date..UTC.0.","NO..ppb.","NOy..ppb.","NO.Scaled..ppb.","NOy.Scaled..ppb.","qc_flag_NO","qc_flag_NOy"
"2025-02-01 00:00:00",0.178627118644068,12.7566101694915,0.178627118644068,12.7576101694915,1,1
"2025-02-01 01:00:00",0.205949152542373,10.6929152542373,0.205949152542373,10.6932881355932,1,1
"2025-02-01 02:00:00",0.214166666666667,10.2029333333333,0.214166666666667,10.2030666666667,1,1
"2025-02-01 03:00:00",0.212616666666667,9.41901666666667,0.212616666666667,9.41901666666667,1,1
"2025-02-01 04:00:00",0.264983333333333,7.24503333333333,0.264983333333333,7.24503333333333,1,1
"2025-02-01 05:00:00",0.24115,5.30583333333333,0.24115,5.30583333333333,1,1
"2025-02-01 06:00:00",0.25225,4.23323333333333,0.25225,4.23323333333333,1,1
"2025-02-01 07:00:00",0.3341,6.30485,0.3341,6.30485,1,1
"2025-02-01 08:00:00",0.482616666666667,6.1681,0.482616666666667,6.1681,1,1
"2025-02-01 09:00:00",0.901983333333333,7.44973333333333,0.901983333333333,7.44973333333333,1,1
"2025-02-01 10:00:00",1.46141666666667,8.20323333333333,1.46141666666667,8.20323333333333,1,1
"2025-02-01 11:00:00",1.78963333333333,7.73105,1.78963333333333,7.73105,1,1
"2025-02-01 12:00:00",1.83171666666667,6.45931666666667,1.83171666666667,6.45931666666667,1,1
"2025-02-01 13:00:00",1.01816666666667,5.18828333333333,1.01816666666667,5.18828333333333,1,1
"2025-02-01 14:00:00",0.895933333333333,4.61835,0.895933333333333,4.61835,1,1
"2025-02-01 15:00:00",1.12275,5.08865,1.12275,5.08865,1,1
"2025-02-01 16:00:00",0.661616666666667,5.97045,0.661616666666667,5.97045,1,1
"2025-02-01 17:00:00",0.591627118644068,6.79993220338983,0.591627118644068,6.79993220338983,1,1
"2025-02-01 18:00:00",0.672101694915254,6.50513559322034,0.672101694915254,6.50513559322034,1,1
"2025-02-01 19:00:00",1.07796610169492,6.44662711864407,1.07796610169492,6.44662711864407,1,1
"2025-02-01 20:00:00",0.693766666666667,4.87918333333333,0.693766666666667,4.87918333333333,1,1
"2025-02-01 21:00:00",1.1273,4.94643333333333,1.1273,4.94643333333333,1,1
"2025-02-01 22:00:00",1.46525,5.1275,1.46525,5.1275,1,1
"2025-02-01 23:00:00",1.53205,4.68601666666667,1.53205,4.68601666666667,1,1
"2025-02-02 00:00:00",1.46586440677966,4.16013559322034,1.46586440677966,4.16013559322034,1,1
"2025-02-02 01:00:00",1.23622413793103,3.49763793103448,1.23622413793103,3.49763793103448,1,1
"2025-02-02 02:00:00",1.66735,4.06721666666667,1.66735,4.06721666666667,1,1
"2025-02-02 03:00:00",1.45358333333333,3.49498333333333,1.45358333333333,3.49498333333333,1,1
"2025-02-02 04:00:00",1.79774576271186,3.93289830508475,1.79774576271186,3.93289830508475,1,1
"2025-02-02 05:00:00",1.30622033898305,3.43340677966102,1.30622033898305,3.43340677966102,1,1
"2025-02-02 06:00:00",1.90776666666667,5.38091666666667,1.90776666666667,5.38091666666667,1,1
"2025-02-02 07:00:00",1.4813,4.5222,1.4813,4.5222,1,1
"2025-02-02 08:00:00",1.56998333333333,5.33085,1.56998333333333,5.33085,1,1
"2025-02-02 09:00:00",1.94061666666667,5.33488333333333,1.94061666666667,5.33488333333333,1,1
"2025-02-02 10:00:00",2.10971666666667,5.43115,2.10971666666667,5.43115,1,1
"2025-02-02 11:00:00",2.37088333333333,5.31783333333333,2.37088333333333,5.31783333333333,1,1
"2025-02-02 12:00:00",1.90465,4.92111666666667,1.90465,4.92111666666667,1,1
"2025-02-02 13:00:00",2.00815,5.32051666666667,2.00815,5.32051666666667,1,1
